Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def_Pen,Def_3rd,Mid_3rd,Att_3rd,Att_Pen,Live,TOAtt,TOSucc,TOSuccp,TOTkld,TOTkldp,Carries,CaTotDist,CaPrgDist,CaPrgC,CaFTC,CaCPA,CaMis,CaDis,Rec,PrgR
915,Fidel,ESP,"MF,FW",Elche,La Liga,32,1989,19,1078,18,178,556,364,43,1077,76,32,42.11,35,46.05,746,4045,2228,53,37,7,41,24,822,90
916,Karol Fila,POL,DF,Strasbourg,Ligue 1,24,1998,0.5,46,1,3,19,25,5,46,0,0,#DIV/0!,0,#DIV/0!,36,237,191,4,1,2,1,0,32,4
917,Vincenzo Fiorillo,ITA,GK,Salernitana,Serie A,32,1990,1,25,20,25,0,0,0,25,0,0,#DIV/0!,0,#DIV/0!,16,86,66,0,0,0,0,0,13,0
918,Roberto Firmino,BRA,"FW,MF",Liverpool,Premier League,30,1991,13.5,735,3,69,375,295,84,735,24,13,54.17,10,41.67,423,1757,742,16,14,7,38,23,565,96
919,Junior Firpo,ESP,DF,Leeds United,Premier League,25,1996,15.2,792,48,286,368,146,13,792,15,6,40,9,60,352,1465,785,20,16,1,9,9,367,34
920,Kilian Fischer,GER,"DF,FW",Wolfsburg,Bundesliga,21,2000,5.6,327,16,113,137,78,7,327,6,3,50,3,50,160,726,355,6,5,2,4,1,177,21
921,Mark Flekken,NED,GK,Freiburg,Bundesliga,29,1993,34,1550,1234,1536,17,0,0,1550,3,3,100,0,0,942,5638,3160,0,0,0,0,0,739,0
922,Florian Flick,GER,MF,Schalke 04,Bundesliga,22,2000,5.7,244,28,86,135,26,1,244,2,1,50,1,50,94,445,186,2,4,0,3,2,99,2
923,Alexis Flips,FRA,"FW,MF",Reims,Ligue 1,22,2000,22,1331,32,233,590,525,54,1331,42,12,28.57,24,57.14,906,4374,1784,23,44,3,58,23,803,162
924,Alessandro Florenzi,ITA,DF,Milan,Serie A,31,1991,2.3,195,3,42,82,71,10,195,1,0,0,1,100,103,340,129,1,1,0,3,0,113,19
925,Phil Foden,ENG,FW,Manchester City,Premier League,22,2000,20.5,1324,20,116,433,790,131,1324,81,40,49.38,31,38.27,891,4578,2141,68,43,25,34,29,1051,275
926,Seko Fofana,CIV,MF,Lens,Ligue 1,27,1995,34.1,2163,32,242,1237,709,108,2161,109,59,54.13,40,36.7,1873,11603,4763,117,95,32,61,42,1763,233
927,Wesley Fofana,FRA,DF,"Leicester City,Chelsea","Premier League,Premier League",21,2000,15.1,1182,108,492,606,92,13,1182,16,10,62.5,1,6.25,802,4844,2854,32,25,3,12,6,850,13
929,Yahia Fofana,CIV,GK,Angers,Ligue 1,21,2000,11,353,309,351,2,0,0,353,1,1,100,0,0,239,1386,989,0,1,1,0,0,124,0
930,Youssouf Fofana,FRA,MF,Monaco,Ligue 1,23,1999,34.3,2116,59,352,1340,454,37,2116,91,46,50.55,40,43.96,1600,9328,4753,81,90,9,48,41,1416,71
931,Thomas Foket,BEL,DF,Reims,Ligue 1,27,1994,22,1442,61,368,657,429,35,1442,21,9,42.86,9,42.86,965,5402,2400,56,38,4,29,20,858,154
932,José Fonte,POR,DF,Lille,Ligue 1,38,1983,28.8,2205,260,977,1141,95,29,2205,4,3,75,0,0,1667,8544,4564,7,18,0,8,2,1572,8
933,Pablo Fornals,ESP,"FW,MF",West Ham,Premier League,26,1996,16.7,917,16,144,424,360,36,917,21,10,47.62,10,47.62,501,2484,1255,33,24,12,21,15,616,101
934,Emil Forsberg,SWE,"MF,FW",RB Leipzig,Bundesliga,30,1991,16.5,672,5,45,332,300,28,670,29,15,51.72,13,44.83,430,1978,855,20,29,3,28,12,497,77
935,Adam Forshaw,ENG,MF,Leeds United,Premier League,30,1991,5.3,293,7,64,171,62,1,293,11,8,72.73,3,27.27,179,1085,360,4,8,0,6,8,186,7
936,Fraser Forster,ENG,GK,Tottenham,Premier League,34,1988,13.5,395,352,392,3,0,0,395,0,0,#DIV/0!,0,#DIV/0!,203,1098,616,0,0,0,1,0,148,0
937,Philipp Förster,GER,MF,Bochum,Bundesliga,27,1995,14.5,694,12,80,351,271,23,694,20,6,30,13,65,312,1670,775,19,18,3,23,15,387,47
938,Steven Fortes,CPV,DF,Lens,Ligue 1,30,1992,0.1,3,0,2,1,0,0,3,0,0,#DIV/0!,0,#DIV/0!,1,2,2,0,0,0,0,0,1,0
939,Timothy Fosu-Mensah,NED,DF,Leverkusen,Bundesliga,24,1998,2.1,138,3,34,65,39,3,138,1,0,0,1,100,42,174,109,3,2,0,3,1,87,8
940,Dimitri Foulquier,FRA,DF,Valencia,La Liga,29,1993,19.3,1116,59,306,491,332,20,1116,42,19,45.24,22,52.38,557,3479,2048,51,34,7,33,9,591,84
941,Juan Foyth,ARG,DF,Villarreal,La Liga,24,1998,21.8,1545,109,516,783,264,21,1545,48,27,56.25,18,37.5,778,4537,2657,47,36,1,21,15,895,18
942,Raphael Framberger,GER,"DF,FW",Augsburg,Bundesliga,26,1995,2,88,8,32,37,21,0,88,1,0,0,1,100,26,114,54,0,0,0,3,3,32,3
943,Tyrese Francois,AUS,FW,Fulham,Premier League,22,2000,0,5,0,1,3,1,0,5,0,0,#DIV/0!,0,#DIV/0!,1,0,0,0,0,0,1,0,2,1
944,Bartol Franjić,CRO,MF,Wolfsburg,Bundesliga,22,2000,2.5,114,8,35,64,17,3,114,2,1,50,1,50,51,222,88,3,2,0,6,0,62,1
945,Przemysław Frankowski,POL,"DF,MF",Lens,Ligue 1,27,1995,31.5,2129,79,428,815,904,57,2126,32,13,40.63,15,46.88,1364,7257,2684,51,49,10,30,15,1242,237
946,Ryan Fraser,SCO,FW,Newcastle Utd,Premier League,28,1994,3.5,147,1,18,51,80,9,147,2,1,50,0,0,94,600,322,8,7,1,7,1,107,23
947,Davide Frattesi,ITA,MF,Sassuolo,Serie A,22,1999,31.9,1417,68,280,704,456,109,1417,74,34,45.95,27,36.49,809,4866,2374,73,54,21,56,44,993,94
948,Oscar Fraulo,DEN,"FW,MF",M'Gladbach,Bundesliga,18,2003,0.1,16,1,3,9,4,0,16,1,1,100,0,0,7,75,19,0,1,0,0,0,10,0
949,Fred,BRA,MF,Manchester Utd,Premier League,29,1993,13.9,999,38,250,483,279,37,999,32,12,37.5,15,46.88,537,2158,1034,10,17,3,26,16,614,50
950,Ryan Fredericks,ENG,DF,Bournemouth,Premier League,29,1992,5.9,279,33,88,109,84,7,279,10,3,30,5,50,120,725,395,13,9,2,4,3,152,28
951,Iván Fresneda,ESP,DF,Valladolid,La Liga,17,2004,19.4,1163,87,390,497,284,16,1163,42,15,35.71,19,45.24,563,3218,1672,48,26,7,22,18,625,101
952,Remo Freuler,SUI,MF,Nott'ham Forest,Premier League,30,1992,24,1058,71,360,537,167,13,1058,12,6,50,4,33.33,491,2192,959,7,11,0,20,8,557,11
953,Michael Frey,SUI,FW,Schalke 04,Bundesliga,28,1994,9.6,347,1,13,162,177,56,347,20,5,25,12,60,201,786,231,10,8,3,40,12,280,65
954,Marco Friedl,AUT,DF,Werder Bremen,Bundesliga,24,1998,28.8,2074,218,1052,934,101,7,2074,16,10,62.5,5,31.25,1186,5378,2540,14,11,0,19,9,1242,11
955,Marvin Friedrich,GER,DF,M'Gladbach,Bundesliga,26,1995,13.9,1094,121,640,426,38,21,1094,2,2,100,0,0,650,2870,1387,3,3,0,6,2,789,6
956,Jeremie Frimpong,NED,"DF,MF",Leverkusen,Bundesliga,21,2000,30.1,1621,47,349,670,636,122,1621,165,85,51.52,51,30.91,909,7276,4495,155,103,46,88,49,1009,250
957,Chris Führich,GER,"FW,MF",Stuttgart,Bundesliga,24,1998,20.9,948,16,131,376,461,69,947,106,50,47.17,45,42.45,575,4471,2403,93,60,31,36,29,641,142
958,Angelo Fulgini,FRA,"MF,FW","Lens,Mainz 05","Ligue 1,Bundesliga",25,1996,15.3,920,12,88,457,386,33,920,57,21,36.84,30,52.63,670,3362,1365,23,39,7,30,18,673,113
960,Niclas Füllkrug,GER,FW,Werder Bremen,Bundesliga,29,1993,27.5,1227,31,70,635,534,131,1222,60,31,51.67,22,36.67,668,2854,1216,41,33,21,74,51,1005,200
961,Matteo Gabbia,ITA,DF,Milan,Serie A,22,1999,6.8,427,54,258,163,7,1,427,0,0,#DIV/0!,0,#DIV/0!,187,827,398,1,0,1,1,0,248,1
962,Manolo Gabbiadini,ITA,"FW,MF",Sampdoria,Serie A,30,1991,26.2,885,30,112,389,393,83,885,25,6,24,16,64,535,2482,1022,32,24,10,52,30,683,111
963,Gianluca Gaetano,ITA,MF,Napoli,Serie A,22,2000,0.8,79,0,3,39,38,8,79,3,2,66.67,0,0,53,240,123,4,2,2,2,4,64,9
964,Roberto Gagliardini,ITA,MF,Inter,Serie A,28,1994,8.7,454,21,105,229,125,24,454,5,0,0,4,80,244,1435,787,20,10,1,9,2,315,22
965,Adolfo Gaich,ARG,FW,Hellas Verona,Serie A,23,1999,8.1,263,10,21,129,116,26,263,17,11,64.71,5,29.41,144,637,181,6,4,4,22,9,198,33
966,Cody Gakpo,NED,"FW,MF",Liverpool,Premier League,23,1999,16.2,591,6,42,266,298,76,591,48,23,47.92,13,27.08,374,2069,1134,36,32,12,43,36,448,109
967,Javi Galán,ESP,DF,Celta Vigo,La Liga,27,1994,35.1,2506,87,712,1045,788,35,2506,154,72,46.75,61,39.61,1445,9172,5506,141,104,19,64,41,1492,244
968,Iñigo Ruiz de Galarreta,ESP,MF,Mallorca,La Liga,28,1993,27.2,1446,32,330,885,247,5,1446,39,19,48.72,13,33.33,786,3212,1294,20,13,0,16,15,911,21
969,Pablo Galdames Millán,CHI,MF,Cremonese,Serie A,25,1996,8.2,389,18,93,211,89,6,389,10,2,20,7,70,192,721,338,5,6,0,12,5,229,17
970,Conor Gallagher,ENG,MF,Chelsea,Premier League,22,2000,18,1134,32,198,529,421,59,1134,54,23,42.59,23,42.59,699,3519,1391,40,40,12,36,36,778,104
971,Antonino Gallo,ITA,DF,Lecce,Serie A,22,2000,27.6,1509,91,472,646,415,14,1509,29,15,51.72,10,34.48,683,4301,2501,71,44,5,22,7,706,65
972,Gauthier Gallon,FRA,GK,Troyes,Ligue 1,29,1993,29.6,1055,954,1053,2,0,0,1055,0,0,#DIV/0!,0,#DIV/0!,620,3049,1706,0,1,1,0,0,386,0
973,Cristian Gamboa,CRC,DF,Bochum,Bundesliga,32,1989,16.4,830,62,295,393,147,2,830,14,6,42.86,6,42.86,339,1516,718,10,9,1,10,4,415,21
974,Kévin Gameiro,FRA,FW,Strasbourg,Ligue 1,35,1987,23.3,946,7,71,431,454,102,944,49,19,38.78,24,48.98,723,4243,1691,48,51,17,47,27,693,158
975,Idrissa Gana Gueye,SEN,MF,Everton,Premier League,32,1989,28.6,1563,77,451,893,237,11,1563,35,19,54.29,9,25.71,821,3942,1829,27,26,3,31,18,845,19
976,Ignatius Ganago,CMR,"FW,MF","Nantes,Lens","Ligue 1,Ligue 1",23,1999,17.6,524,13,55,240,240,80,524,31,10,32.26,19,61.29,355,2160,700,27,10,10,42,21,370,104
978,Silvère Ganvoula M'Boussy,CGO,"FW,MF",Bochum,Bundesliga,26,1996,2.7,118,3,5,45,69,18,118,7,3,42.86,4,57.14,51,246,79,5,2,6,7,1,92,19
979,Aleix García,ESP,MF,Girona,La Liga,25,1997,26,1867,68,386,1003,490,23,1867,26,13,50,9,34.62,1041,4868,2266,41,35,7,19,12,1302,76
980,Álvaro García,ESP,"FW,MF",Rayo Vallecano,La Liga,29,1992,31.9,1347,30,208,346,809,118,1347,52,21,40.38,25,48.08,785,4400,2237,116,28,45,52,17,834,293
981,Borja García,ESP,"MF,FW",Girona,La Liga,31,1990,7.5,347,8,69,186,92,10,347,14,6,42.86,5,35.71,227,1030,394,7,9,0,6,11,253,32
982,Carlos García,ESP,DF,Cádiz,La Liga,22,2000,0.3,28,2,12,15,1,1,28,1,1,100,0,0,15,50,27,0,0,0,0,0,17,0
983,Dani García,ESP,MF,Athletic Club,La Liga,32,1990,16.5,868,43,183,560,130,5,868,2,2,100,0,0,411,1289,514,6,6,0,6,4,497,8
984,David García,ESP,DF,Osasuna,La Liga,28,1994,29.8,1742,198,830,862,53,22,1742,4,4,100,0,0,908,4507,2507,16,8,1,8,2,1019,4
985,Eric García,ESP,"DF,MF",Barcelona,La Liga,21,2001,15.7,1397,97,538,781,84,5,1397,4,2,50,2,50,918,4539,2686,25,22,0,10,2,1049,6
986,Fran Garcia,ESP,DF,Rayo Vallecano,La Liga,22,1999,37.9,2441,102,645,1109,728,26,2441,68,31,45.59,30,44.12,1351,9732,6294,183,142,12,47,11,1418,167
987,Joan García,ESP,GK,Espanyol,La Liga,21,2001,1,31,23,30,1,0,0,31,0,0,#DIV/0!,0,#DIV/0!,20,85,41,0,0,0,0,0,16,0
988,Raúl García,ESP,"FW,MF",Athletic Club,La Liga,36,1986,10.7,446,9,32,192,224,68,446,12,6,50,5,41.67,230,940,453,12,15,2,13,8,321,62
989,Rubén García,ESP,"FW,MF",Osasuna,La Liga,29,1993,12.9,711,18,100,277,339,26,711,16,6,37.5,9,56.25,385,1773,657,16,13,3,27,10,465,92
990,Unai García,ESP,DF,Osasuna,La Liga,30,1992,19,957,89,456,479,32,8,957,8,5,62.5,2,25,515,2518,1458,11,6,0,5,5,572,3
991,Alejandro Garnacho,ARG,"FW,MF",Manchester Utd,Premier League,18,2004,6.3,305,3,29,84,196,59,305,44,12,27.27,27,61.36,220,1666,896,33,27,28,27,14,235,85
992,James Garner,ENG,"MF,DF",Everton,Premier League,21,2001,8.9,441,22,97,201,150,9,441,14,7,50,6,42.86,216,1185,564,8,9,1,11,3,225,18
993,Felix Garreta,ESP,DF,Betis,La Liga,18,2004,1,47,7,25,22,0,0,47,0,0,#DIV/0!,0,#DIV/0!,30,98,47,0,0,0,0,0,30,0
994,Aleix Garrido,ESP,FW,Barcelona,La Liga,18,2004,0.1,7,0,4,0,3,1,7,1,0,0,1,100,4,30,18,0,0,0,0,0,3,0
995,Sékou Gassama,SEN,FW,Valladolid,La Liga,27,1995,0.4,12,1,1,4,7,4,12,0,0,#DIV/0!,0,#DIV/0!,7,25,16,1,0,1,1,0,8,1
996,Johan Gastien,FRA,MF,Clermont Foot,Ligue 1,34,1988,28.9,2358,80,628,1426,325,6,2358,25,9,36,14,56,1799,8404,3491,13,30,1,26,12,1646,27
997,Federico Gatti,ITA,DF,Juventus,Serie A,24,1998,16.1,1116,100,527,532,71,23,1116,11,8,72.73,2,18.18,721,3952,2208,18,14,1,8,6,806,13
998,Gavi,ESP,"MF,FW",Barcelona,La Liga,17,2004,28.1,1509,27,148,797,578,71,1509,63,27,42.86,26,41.27,1002,5348,2505,49,68,8,56,33,1133,153
999,Paulo Gazzaniga,ARG,GK,Girona,La Liga,30,1992,28,1140,981,1133,7,0,0,1140,1,1,100,0,0,667,3263,1663,0,0,0,3,2,504,0
1000,David de Gea,ESP,GK,Manchester Utd,Premier League,31,1990,38,1302,1116,1297,5,0,0,1302,0,0,#DIV/0!,0,#DIV/0!,781,3589,2147,0,0,0,0,0,783,0
1001,Dario Gebuhr,GER,DF,Eint Frankfurt,Bundesliga,19,2003,0.2,13,0,5,6,2,0,13,0,0,#DIV/0!,0,#DIV/0!,6,31,15,0,0,0,0,0,11,0
1002,Dennis Geiger,GER,MF,Hoffenheim,Bundesliga,24,1998,21.7,1027,36,218,618,202,7,1027,16,9,56.25,5,31.25,525,2874,1267,21,11,0,22,8,582,22
1003,Joe Gelhardt,ENG,FW,Leeds United,Premier League,20,2002,2.4,115,4,10,52,54,14,115,9,1,11.11,7,77.78,68,189,66,2,2,2,9,7,84,21
1004,Valentin Gendrey,FRA,DF,Lecce,Serie A,22,2000,34.5,1811,106,616,778,436,16,1811,35,14,40,17,48.57,757,4118,2380,47,34,4,48,12,787,107
1005,Denis Genreau,AUS,MF,Toulouse,Ligue 1,23,1999,7.3,435,18,106,208,126,16,435,23,8,34.78,14,60.87,289,1596,677,9,14,2,14,6,263,34
1006,Yannick Gerhardt,GER,MF,Wolfsburg,Bundesliga,28,1994,20.7,856,34,161,445,254,55,856,16,4,25,11,68.75,468,2089,842,12,11,3,22,10,557,88
1007,Valère Germain,FRA,"FW,MF",Montpellier,Ligue 1,32,1990,7.6,313,11,33,147,135,35,313,2,1,50,1,50,183,745,196,6,7,2,21,9,202,46
1008,Gerson,BRA,MF,Marseille,Ligue 1,25,1997,4.6,244,4,31,113,103,11,244,7,2,28.57,3,42.86,199,1052,408,9,7,3,14,15,199,29
1009,Ismaël Gharbi,ESP,"MF,FW",Paris S-G,Ligue 1,18,2004,0.6,47,1,3,25,20,2,47,6,5,83.33,1,16.67,42,298,160,3,1,0,1,1,39,8
1010,Paolo Ghiglione,ITA,DF,Cremonese,Serie A,25,1997,7.9,359,16,106,135,122,9,359,11,2,18.18,9,81.82,153,736,381,5,7,1,6,4,178,35
1011,Saman Ghoddos,IRN,"MF,FW",Brentford,Premier League,28,1993,1.5,98,7,23,38,40,3,98,2,0,0,2,100,42,164,92,1,2,0,3,1,44,6
1012,Faouzi Ghoulam,ALG,DF,Angers,Ligue 1,31,1991,5.3,364,27,114,162,89,1,364,5,3,60,0,0,221,1093,526,4,6,0,1,2,218,20
1013,Morgan Gibbs-White,ENG,"FW,MF","Wolves,Nott'ham Forest","Premier League,Premier League",22,2000,35,1566,21,187,679,729,80,1564,104,49,47.12,48,46.15,826,4720,2324,73,65,20,94,45,984,169
1015,Niko Gießelmann,GER,DF,Union Berlin,Bundesliga,30,1991,14.5,889,37,254,322,319,22,889,14,4,28.57,8,57.14,349,1310,593,14,8,0,17,6,416,50
1016,Samuel Gigot,FRA,DF,Marseille,Ligue 1,28,1993,20.9,1374,159,573,704,107,30,1374,9,4,44.44,4,44.44,938,5796,3346,33,29,0,11,3,855,19
1017,Rafał Gikiewicz,POL,GK,Augsburg,Bundesliga,34,1987,23,1221,960,1213,10,0,0,1221,0,0,#DIV/0!,0,#DIV/0!,713,4039,2275,0,0,0,2,0,552,0
1018,Bryan Gil,ESP,"MF,FW","Tottenham,Sevilla","Premier League,La Liga",21,2001,11.8,595,11,94,218,291,27,595,50,21,42,20,40,394,2139,888,32,24,4,36,21,398,90
1020,David Gil,ESP,GK,Cádiz,La Liga,28,1994,4,144,123,144,0,0,0,144,0,0,#DIV/0!,0,#DIV/0!,68,453,235,0,0,0,0,0,36,0
1021,Óscar Gil,ESP,DF,Espanyol,La Liga,25,1997,28.4,1334,88,406,570,371,27,1334,49,23,46.94,22,44.9,576,2930,1283,39,24,5,52,14,602,111
1022,Mario Gila,ESP,DF,Lazio,Serie A,21,2000,1,71,6,36,33,2,0,71,0,0,#DIV/0!,0,#DIV/0!,42,247,99,1,1,0,1,1,46,2
1023,Billy Gilmour,SCO,MF,Brighton,Premier League,21,2001,5.6,453,15,112,276,71,4,453,6,2,33.33,2,33.33,248,1157,583,5,8,1,6,5,350,4
1024,Álvaro Giménez,ESP,FW,Cádiz,La Liga,31,1991,0.2,5,0,0,2,3,0,5,1,0,0,1,100,3,6,0,0,0,0,1,0,3,2
1025,Gvidas Gineitis,LTU,MF,Torino,Serie A,18,2004,1.5,102,1,9,74,19,3,102,3,1,33.33,2,66.67,58,255,142,3,3,1,1,1,75,7
1026,Matthias Ginter,GER,DF,Freiburg,Bundesliga,28,1994,34,2230,240,1151,993,94,46,2230,4,2,50,2,50,1305,7344,4228,23,12,0,12,4,1412,11
1027,Andrei Girotto,BRA,"DF,MF",Nantes,Ligue 1,30,1992,35,2260,303,982,1157,131,31,2260,10,3,30,6,60,1474,7367,3598,14,13,0,11,6,1341,7
1028,Olivier Giroud,FRA,FW,Milan,Serie A,35,1986,23.8,801,29,59,348,402,158,798,14,7,50,6,42.86,350,934,359,12,10,7,63,16,611,152
1029,Serge Gnabry,GER,"FW,MF",Bayern Munich,Bundesliga,27,1995,21.6,1149,7,124,474,565,146,1148,64,28,43.75,30,46.88,747,4275,2010,74,50,41,51,26,880,217
1030,Degnand Gnonto,ITA,"FW,MF",Leeds United,Premier League,18,2003,15,719,12,95,248,393,43,719,77,21,27.27,43,55.84,484,3356,1715,66,37,17,30,19,508,136
1031,Ben Godfrey,ENG,DF,Everton,Premier League,24,1998,8.9,391,55,159,175,63,8,391,8,3,37.5,3,37.5,162,830,426,9,8,0,12,3,159,7
1032,Pierluigi Gollini,ITA,GK,"Fiorentina,Napoli","Serie A,Serie A",27,1995,7,297,258,297,0,0,0,297,0,0,#DIV/0!,0,#DIV/0!,215,940,554,0,0,0,0,0,187,0
1034,Aleksandr Golovin,RUS,"MF,FW",Monaco,Ligue 1,26,1996,27.4,1382,22,184,574,660,85,1382,49,27,55.1,14,28.57,983,6704,3271,89,61,28,48,32,889,210
1035,André Gomes,POR,MF,Lille,Ligue 1,29,1993,18.1,1520,37,261,1010,270,17,1520,42,29,69.05,10,23.81,1254,5944,2291,26,35,4,30,26,1172,33
1036,Angel Gomes,ENG,MF,Lille,Ligue 1,21,2000,31.3,2015,29,315,1185,527,49,2014,56,30,53.57,16,28.57,1705,8195,3493,39,57,10,41,26,1645,115
1037,João Gomes,BRA,MF,Wolves,Premier League,21,2001,7.3,409,19,118,212,80,5,409,19,8,42.11,7,36.84,185,922,416,7,6,1,7,5,223,8
1038,Toti Gomes,POR,DF,Wolves,Premier League,23,1999,10.9,688,86,313,278,100,15,688,16,9,56.25,6,37.5,332,1521,924,4,11,0,6,3,402,23
1039,Dani Gómez,ESP,"MF,FW",Espanyol,La Liga,24,1998,1,32,0,4,12,17,4,32,3,1,33.33,2,66.67,20,124,22,1,2,0,3,2,21,9
1040,Joe Gomez,ENG,DF,Liverpool,Premier League,25,1997,16.3,1521,114,602,851,76,6,1521,5,4,80,1,20,1005,4826,2616,15,12,0,13,5,1040,5
1041,Maxi Gómez,URU,FW,Valencia,La Liga,25,1996,1.2,27,2,2,9,16,8,27,2,0,0,2,100,19,93,64,1,0,3,3,1,21,1
1042,Moi Gómez,ESP,"MF,FW",Osasuna,La Liga,28,1994,27.3,1712,23,237,1013,489,23,1712,40,27,67.5,11,27.5,1149,6450,2740,37,48,7,33,18,1247,67
1043,Papu Gómez,ARG,"FW,MF",Sevilla,La Liga,34,1988,11.8,637,8,69,313,264,27,637,36,15,41.67,14,38.89,470,2985,1354,34,36,6,21,13,513,67
1044,Sergi Gómez,ESP,DF,Espanyol,La Liga,30,1992,26,1379,188,736,620,33,19,1379,0,0,#DIV/0!,0,#DIV/0!,719,3044,1464,2,2,0,5,0,827,1
1045,Sergio Gómez,ESP,"DF,MF",Manchester City,Premier League,21,2000,3.9,358,16,75,198,87,10,358,3,0,0,3,100,203,1018,520,10,10,1,7,3,274,20
1046,Antonio Gomis,ESP,GK,Atlético Madrid,La Liga,19,2003,0.1,3,3,3,0,0,0,3,0,0,#DIV/0!,0,#DIV/0!,1,19,7,0,0,0,0,0,0,0
1047,Maxime Gonalons,FRA,MF,Clermont Foot,Ligue 1,33,1989,16.1,997,27,259,657,97,3,997,28,15,53.57,11,39.29,742,3943,1651,10,16,0,20,10,667,3
1048,Diego González,ESP,DF,Elche,La Liga,27,1995,10.6,487,79,321,151,17,8,487,3,1,33.33,2,66.67,240,1266,689,1,0,0,2,3,265,2
1049,Édgar González,ESP,DF,Betis,La Liga,25,1997,19.7,1106,171,637,448,28,17,1106,5,2,40,0,0,601,2393,1154,7,5,1,6,1,704,2
1050,Giovanni González,URU,DF,Mallorca,La Liga,27,1994,10.3,506,32,170,228,111,14,506,16,8,50,6,37.5,234,1003,494,10,7,3,7,2,275,39
1051,Joan Gonzàlez,ESP,MF,Lecce,Serie A,20,2002,24.4,1080,44,226,570,299,37,1080,49,18,36.73,25,51.02,536,2563,1053,18,19,6,50,25,626,67
1052,Nicolás González,ARG,"FW,MF","Fiorentina,Valencia","Serie A,La Liga",24,1998,30.6,1732,38,235,936,581,92,1730,112,53,47.32,37,33.04,1034,5830,2698,58,57,10,57,29,1229,129
1054,Oumar Gonzalez,CMR,DF,Ajaccio,Ligue 1,24,1998,28.6,1381,158,682,655,54,26,1381,15,6,40,5,33.33,898,5452,2707,12,6,1,20,10,755,5
1055,Roberto González,ESP,"FW,MF",Betis,La Liga,21,2001,0.6,35,0,0,21,14,1,35,2,0,0,1,50,17,95,31,1,1,1,1,0,25,1
1056,Jacek Góralski,POL,MF,Bochum,Bundesliga,29,1992,1.6,59,5,22,33,4,0,59,0,0,#DIV/0!,0,#DIV/0!,25,123,65,1,3,0,1,0,29,0
1057,Anthony Gordon,ENG,"FW,MF","Newcastle Utd,Everton","Premier League,Premier League",21,2001,17.6,739,18,117,277,353,74,739,66,18,27.27,42,63.64,421,3067,1220,48,36,24,51,28,486,112
1059,Leon Goretzka,GER,MF,Bayern Munich,Bundesliga,27,1995,19.2,1272,56,296,678,312,43,1272,17,9,52.94,6,35.29,646,3087,1775,42,32,6,20,11,817,62
1060,Andoni Gorosabel,ESP,DF,Real Sociedad,La Liga,25,1996,19,1205,35,288,589,335,17,1205,19,9,47.37,6,31.58,599,2830,1483,42,30,1,14,8,705,75
1061,Robin Gosens,GER,DF,Inter,Serie A,28,1994,13.2,813,27,194,309,314,48,813,17,7,41.18,8,47.06,417,1753,864,29,18,5,17,3,525,102
1062,Mario Götze,GER,MF,Eint Frankfurt,Bundesliga,30,1992,30.4,1820,19,214,920,704,78,1820,75,25,33.33,45,60,1043,4368,1987,57,49,15,56,46,1325,212
1063,Amine Gouiri,FRA,"FW,MF","Nice,Rennes","Ligue 1,Ligue 1",22,2000,30.5,1170,15,86,474,628,152,1170,83,33,39.76,46,55.42,880,5219,1994,71,43,28,79,41,863,223
1065,Jeffrey Gouweleeuw,NED,DF,Augsburg,Bundesliga,31,1991,31.1,1829,236,1074,673,97,23,1829,19,13,68.42,6,31.58,912,4873,2635,18,12,0,25,7,946,10
1066,Jonathan Gradit,FRA,DF,Lens,Ligue 1,29,1992,31.4,2369,159,749,1452,183,7,2369,26,12,46.15,12,46.15,1860,10993,6399,41,68,2,18,9,1756,9
1067,José Gragera,ESP,"MF,DF",Espanyol,La Liga,21,2000,5.1,272,20,117,137,19,6,272,0,0,#DIV/0!,0,#DIV/0!,122,475,168,0,1,0,1,1,150,3
1068,Alberto Grassi,ITA,MF,Empoli,Serie A,27,1995,13.3,734,79,261,400,80,13,734,8,4,50,4,50,302,1330,474,5,6,1,18,12,398,10
1069,Ryan Gravenberch,NED,MF,Bayern Munich,Bundesliga,20,2002,6.4,483,12,68,269,155,11,483,19,11,57.89,6,31.58,301,1632,729,11,18,1,21,13,344,31
1070,Andrew Gravillon,GLP,DF,"Torino,Reims","Serie A,Ligue 1",24,1998,15,778,83,357,337,94,6,778,14,8,57.14,4,28.57,482,2641,1425,19,14,1,14,5,438,14
1072,Demarai Gray,JAM,"FW,MF",Everton,Premier League,26,1996,27.9,1181,22,110,441,652,104,1179,92,33,35.87,42,45.65,720,5100,2465,94,62,48,86,66,781,199
1073,Adrian Grbić,AUT,"MF,FW",Lorient,Ligue 1,25,1996,0.3,11,0,1,3,7,0,11,0,0,#DIV/0!,0,#DIV/0!,6,31,17,1,1,0,0,0,6,2
1074,Ivo Grbić,CRO,GK,Atlético Madrid,La Liga,26,1996,10.2,361,330,360,1,0,0,361,0,0,#DIV/0!,0,#DIV/0!,181,1016,681,0,0,0,0,0,123,0
1075,Jack Grealish,ENG,FW,Manchester City,Premier League,26,1995,22.8,1308,20,141,421,772,136,1308,110,45,40.91,28,25.45,957,8506,3982,143,83,63,36,29,1065,310
1076,Sam Greenwood,ENG,"MF,FW",Leeds United,Premier League,20,2002,4.7,255,7,45,112,103,5,255,8,3,37.5,4,50,117,578,305,7,8,1,6,7,119,10
