Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,TCmp,TAtt,TCmpp,TTD,TPD,SCmp,SAtt,SCmpp,MCmp,MAtt,MCmpp,LCmp,LAtt,LCmpp,LAst,LxAG,LxA,LAxAG,LKP,LFTP,LPPA,LCrsPA,LPrgP
1854,João Moutinho,POR,MF,Wolves,Premier League,35,1986,19.8,850,1057,80.4,15648,4124,323,362,89.22651933701657,412,480,85.83333333333333,91,147,61.904761904761905,2,2.6,1.9,-0.6,36,105,23,4,132
1855,João Moutinho,POR,"DF,FW",Spezia,Serie A,24,1998,0.6,30,42,71.4,405,162,18,20,90.0,9,12,75.0,1,6,16.666666666666664,0,0.0,0.0,0.0,1,4,0,0,1
1856,Samuel Moutoussamy,COD,MF,Nantes,Ligue 1,25,1996,26.7,1053,1226,85.9,17981,5126,457,509,89.78388998035363,456,506,90.11857707509881,94,130,72.3076923076923,2,1.0,1.6,1.0,18,124,13,1,156
1857,Divin Mubama,ENG,FW,West Ham,Premier League,17,2004,0.4,5,8,62.5,108,37,2,2,100.0,2,4,50.0,1,1,100.0,0,0.0,0.0,0.0,1,0,0,0,0
1858,Mykhailo Mudryk,UKR,"FW,MF",Chelsea,Premier League,21,2001,7.3,161,216,74.5,2112,668,104,126,82.53968253968253,35,48,72.91666666666666,9,23,39.130434782608695,2,0.9,1.2,1.1,10,10,10,0,20
1859,François Mughe,CMR,MF,Marseille,Ligue 1,18,2004,0.1,0,0,0.0,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
1860,Nordi Mukiele,FRA,DF,Paris S-G,Ligue 1,24,1997,12.6,585,674,86.8,8570,2494,320,342,93.56725146198829,220,253,86.95652173913044,19,29,65.51724137931035,3,2.1,1.4,0.9,10,17,9,2,26
1861,Mert Müldür,TUR,"FW,DF",Sassuolo,Serie A,23,1999,0.1,3,3,100.0,30,7,3,3,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
1862,Florian Müller,GER,GK,Stuttgart,Bundesliga,24,1997,19.0,597,733,81.4,15453,10711,130,131,99.23664122137404,299,304,98.35526315789474,164,292,56.16438356164384,0,0.1,0.1,-0.1,2,7,1,0,2
1863,Thomas Müller,GER,"FW,MF",Bayern Munich,Bundesliga,32,1989,18.5,621,831,74.7,8689,2465,351,417,84.17266187050359,214,281,76.15658362989323,22,52,42.30769230769231,8,6.6,7.1,1.4,40,39,37,4,88
1864,Abdul Mumin,GHA,DF,Rayo Vallecano,La Liga,24,1998,10.2,299,390,76.7,6424,1975,73,82,89.02439024390245,180,202,89.10891089108911,45,99,45.45454545454545,0,0.0,0.1,0.0,1,18,1,1,19
1865,Marshall Munetsi,ZIM,MF,Reims,Ligue 1,26,1996,30.0,651,886,73.5,10519,3417,306,394,77.66497461928934,248,313,79.2332268370607,56,109,51.37614678899083,3,3.1,2.1,-0.1,31,71,11,2,95
1866,Iker Muniain,ESP,"MF,FW",Athletic Club,La Liga,29,1992,18.8,890,1110,80.2,14031,4353,480,541,88.72458410351202,304,365,83.28767123287672,73,137,53.284671532846716,3,3.9,3.9,-0.9,47,89,28,4,154
1867,Aihen Muñoz,ESP,DF,Real Sociedad,La Liga,24,1997,19.5,781,1027,76.0,13080,5178,389,436,89.22018348623854,323,403,80.14888337468983,60,132,45.45454545454545,1,0.9,1.1,0.1,14,48,18,11,57
1868,Álvaro Muñoz,URU,FW,Real Madrid,La Liga,18,2004,0.9,9,12,75.0,127,22,5,6,83.33333333333334,4,6,66.66666666666666,0,0,,1,0.3,0.1,0.7,1,0,1,0,1
1869,Iker Muñoz,ESP,MF,Osasuna,La Liga,19,2002,2.8,90,111,81.1,2025,528,31,35,88.57142857142857,34,41,82.92682926829268,25,34,73.52941176470588,0,0.0,0.0,0.0,0,10,0,0,12
1870,Pablo Muñoz,ESP,MF,Rayo Vallecano,La Liga,18,2003,0.1,2,2,100.0,23,15,2,2,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,1,0,0,1
1871,Luis Muriel,COL,"FW,MF",Atalanta,Serie A,31,1991,11.9,354,539,65.7,6248,1973,171,224,76.33928571428571,117,163,71.77914110429448,49,105,46.666666666666664,3,3.5,4.1,-0.5,37,29,34,6,71
1872,Jeison Murillo,COL,DF,Sampdoria,Serie A,30,1992,11.7,456,557,81.9,9153,3324,145,159,91.19496855345912,254,286,88.81118881118881,55,97,56.70103092783505,0,0.0,0.1,0.0,2,30,1,0,35
1873,Vedat Muriqi,KVX,FW,Mallorca,La Liga,28,1994,32.6,472,827,57.1,6327,1330,307,426,72.06572769953051,125,257,48.63813229571984,18,49,36.734693877551024,3,2.1,1.7,0.9,21,43,6,0,60
1874,Jacob Murphy,ENG,FW,Newcastle Utd,Premier League,27,1995,13.9,296,448,66.1,4516,1252,177,219,80.82191780821918,89,131,67.93893129770993,18,40,45.0,2,2.8,3.1,-0.8,19,20,26,4,57
1875,Nicola Murru,ITA,DF,Sampdoria,Serie A,27,1994,8.7,254,331,76.7,4454,2064,114,126,90.47619047619048,112,137,81.75182481751825,23,53,43.39622641509434,0,0.1,0.3,-0.1,2,21,4,3,27
1876,Yunus Musah,USA,MF,Valencia,La Liga,19,2002,23.4,604,771,78.3,10218,2277,293,348,84.19540229885058,252,296,85.13513513513513,43,64,67.1875,2,1.8,1.8,0.2,16,52,12,4,93
1877,Jamal Musiala,GER,"MF,FW",Bayern Munich,Bundesliga,19,2003,24.4,857,1018,84.2,12410,2603,490,553,88.60759493670885,303,332,91.26506024096386,31,47,65.95744680851064,10,6.6,5.4,3.4,52,67,37,3,124
1878,Juan Musso,ARG,GK,Atalanta,Serie A,28,1994,23.1,513,705,72.8,14449,10079,93,93,100.0,243,246,98.78048780487805,174,360,48.333333333333336,0,0.1,0.0,-0.1,1,0,0,0,0
1879,Marlon Mustapha,AUT,"FW,MF",Mainz 05,Bundesliga,21,2001,0.8,13,23,56.5,182,76,7,12,58.333333333333336,5,9,55.55555555555556,0,0,,0,0.3,0.0,-0.3,1,1,1,0,2
1880,Yvon Mvogo,SUI,GK,Lorient,Ligue 1,28,1994,20.1,466,622,74.9,12098,8637,114,114,100.0,211,211,100.0,136,287,47.386759581881535,0,0.0,0.0,0.0,0,5,0,0,0
1881,Enock Mwepu,ZAM,"FW,MF",Brighton,Premier League,24,1998,2.4,61,78,78.2,819,126,42,50,84.0,15,17,88.23529411764706,3,5,60.0,1,0.5,0.2,0.5,3,5,2,0,6
1882,Francisco Mwepu,ZAM,FW,Cádiz,La Liga,22,2000,0.2,4,4,100.0,60,6,3,3,100.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,1
1883,Vitaliy Mykolenko,UKR,DF,Everton,Premier League,23,1999,29.5,966,1292,74.8,15199,5874,509,585,87.00854700854701,365,477,76.51991614255765,63,147,42.857142857142854,0,1.2,0.9,-1.2,19,84,21,11,100
1884,Joakim Mæhle,DEN,"DF,MF",Atalanta,Serie A,25,1997,24.5,1188,1455,81.6,16528,5309,737,818,90.09779951100244,358,439,81.54897494305239,45,84,53.57142857142857,3,2.9,2.9,0.1,37,71,46,10,137
1885,Obite N'Dicka,CIV,DF,Eint Frankfurt,Bundesliga,22,1999,29.9,1563,1815,86.1,26918,10983,683,736,92.79891304347827,750,834,89.92805755395683,108,199,54.2713567839196,0,0.2,0.3,-0.2,3,74,3,0,94
1886,Nathan N'Goumou,FRA,FW,"Toulouse,M'Gladbach","Ligue 1,Bundesliga",22,2000,8.7,191,256,156.8,2538,697,126,149,84.56375838926175,44,65,67.6923076923077,9,13,69.23076923076923,0,0.3,1.1,-0.3,4,5,11,6,19
1888,Stanley N'Soki,FRA,DF,Hoffenheim,Bundesliga,23,1999,14.3,652,796,81.9,11918,4902,262,299,87.62541806020067,314,358,87.70949720670392,63,116,54.310344827586206,0,0.3,0.5,-0.3,3,62,3,0,64
1889,Herculano Nabian,POR,MF,Empoli,Serie A,18,2004,0.0,0,0,0.0,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
1890,Nacho,ESP,DF,Real Madrid,La Liga,32,1990,18.2,1085,1184,91.6,16750,5906,577,612,94.28104575163398,427,454,94.05286343612335,53,74,71.62162162162163,1,0.9,0.7,0.1,12,79,8,1,75
1891,Nikolas Nartey,DEN,"DF,MF",Stuttgart,Bundesliga,22,2000,5.3,225,282,79.8,3486,1202,130,149,87.24832214765101,80,100,80.0,12,26,46.15384615384615,0,0.3,0.2,-0.3,4,17,5,1,22
1892,Juanjo Narváez,COL,"MF,FW",Valladolid,La Liga,27,1995,1.6,25,36,69.4,270,31,18,22,81.81818181818183,5,7,71.42857142857143,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0
1893,Matija Nastasić,SRB,DF,Mallorca,La Liga,29,1993,10.1,238,298,79.9,5007,2120,75,87,86.20689655172413,128,137,93.43065693430657,35,70,50.0,0,0.0,0.2,0.0,0,24,4,0,25
1894,Roberto Navarro,ESP,"MF,FW",Real Sociedad,La Liga,20,2002,3.9,99,138,71.7,1345,382,60,73,82.1917808219178,22,35,62.857142857142854,8,13,61.53846153846154,0,1.2,1.1,-1.2,12,8,3,0,13
1895,Jesús Navas,ESP,"DF,FW",Sevilla,La Liga,36,1985,22.0,1000,1332,75.1,17177,4865,492,549,89.61748633879782,394,517,76.20889748549324,93,177,52.54237288135594,0,2.8,3.2,-2.8,26,60,46,14,99
1896,Keylor Navas,CRC,GK,Nott'ham Forest,Premier League,35,1986,17.0,306,534,57.3,10310,8282,29,29,100.0,136,137,99.27007299270073,141,363,38.84297520661157,0,0.0,0.0,0.0,0,7,0,0,1
1897,Michel Ndary Adopo,FRA,"MF,DF",Torino,Serie A,22,2000,2.9,122,141,86.5,1816,492,66,75,88.0,49,55,89.0909090909091,5,6,83.33333333333334,0,0.0,0.1,0.0,1,8,0,0,10
1898,Youssouf Ndayishimiye,BDI,"MF,DF",Nice,Ligue 1,23,1998,6.3,337,374,90.1,6228,1553,130,139,93.5251798561151,165,178,92.69662921348315,35,47,74.46808510638297,0,0.1,0.4,-0.1,1,32,3,1,30
1899,Papa Ndiaga Yade,SEN,"DF,MF",Troyes,Ligue 1,22,2000,6.3,250,347,72.0,3664,1248,151,175,86.28571428571429,72,107,67.28971962616822,16,42,38.095238095238095,2,1.3,0.8,0.7,10,9,7,5,16
1900,Wilfred Ndidi,NGA,MF,Leicester City,Premier League,25,1996,18.7,754,899,83.9,11486,2879,392,429,91.37529137529138,304,348,87.35632183908046,31,67,46.26865671641791,0,0.1,0.2,-0.1,3,49,0,0,51
1901,Tanguy Ndombele,FRA,MF,Napoli,Serie A,25,1996,9.0,504,574,87.8,6796,1666,306,336,91.07142857142857,143,154,92.85714285714286,19,29,65.51724137931035,0,0.5,0.5,-0.5,9,41,9,0,52
1902,Álvaro Negredo,ESP,FW,Cádiz,La Liga,36,1985,8.4,106,173,61.3,1766,383,53,77,68.83116883116884,32,48,66.66666666666666,12,28,42.857142857142854,2,2.4,1.6,-0.4,10,11,4,1,17
1903,Reiss Nelson,ENG,FW,Arsenal,Premier League,22,1999,2.4,101,120,84.2,1331,213,62,69,89.85507246376811,29,34,85.29411764705883,4,7,57.14285714285714,2,1.4,1.0,0.6,9,3,4,2,6
1904,Ilija Nestorovski,MKD,"FW,MF",Udinese,Serie A,32,1990,7.1,116,163,71.2,1638,309,70,92,76.08695652173914,34,44,77.27272727272727,7,11,63.63636363636363,1,0.5,0.4,0.5,2,7,2,0,19
1905,Neto,BRA,GK,Bournemouth,Premier League,33,1989,26.5,521,833,62.5,15893,12592,109,111,98.1981981981982,194,201,96.51741293532339,211,513,41.13060428849902,0,0.0,0.0,0.0,0,14,2,0,0
1906,Pedro Neto,POR,"FW,MF",Wolves,Premier League,22,2000,10.7,284,384,74.0,4517,1035,165,186,88.70967741935483,83,118,70.33898305084746,27,54,50.0,0,2.1,1.6,-2.1,20,13,9,4,24
1907,Luca Netz,GER,DF,M'Gladbach,Bundesliga,19,2003,7.8,279,348,80.2,4100,1108,161,176,91.47727272727273,99,121,81.81818181818183,11,31,35.483870967741936,3,1.2,1.0,1.8,5,11,3,0,12
1908,Manuel Neuer,GER,GK,Bayern Munich,Bundesliga,36,1986,12.0,449,504,89.1,10571,7280,96,96,100.0,234,238,98.31932773109243,118,169,69.8224852071006,0,0.0,0.0,0.0,0,1,0,0,1
1909,Florian Neuhaus,GER,MF,M'Gladbach,Bundesliga,25,1997,15.6,510,644,79.2,7872,2540,282,318,88.67924528301887,183,220,83.18181818181817,30,53,56.60377358490566,0,2.3,2.3,-2.3,16,55,15,2,78
1910,Rúben Neves,POR,MF,Wolves,Premier League,25,1997,33.5,1730,2106,82.1,36646,10039,578,635,91.02362204724409,824,926,88.98488120950324,312,474,65.82278481012658,1,1.6,1.5,-0.6,32,202,15,1,218
1911,Neymar,BRA,"MF,FW",Paris S-G,Ligue 1,30,1992,17.2,1011,1262,80.1,14702,5435,568,659,86.19119878603946,297,359,82.72980501392759,71,124,57.25806451612904,11,8.8,7.4,2.2,49,135,48,2,161
1912,Jessic Ngankam,GER,"FW,MF",Hertha BSC,Bundesliga,22,2000,9.2,70,113,61.9,881,201,50,64,78.125,12,25,48.0,3,7,42.857142857142854,0,0.3,0.3,-0.3,6,7,3,0,7
1913,Cyril Ngonge,BEL,"MF,FW",Hellas Verona,Serie A,22,2000,8.3,98,175,56.0,1450,491,53,81,65.4320987654321,34,49,69.38775510204081,8,22,36.36363636363637,1,0.6,0.6,0.4,11,10,6,4,13
1914,Moussa Niakhate,SEN,DF,Nott'ham Forest,Premier League,26,1996,12.9,265,391,67.8,5245,2626,94,103,91.2621359223301,129,183,70.49180327868852,39,90,43.333333333333336,0,0.1,0.2,-0.1,1,16,0,0,15
1915,Ibrahima Niane,SEN,FW,Angers,Ligue 1,23,1999,12.6,175,232,75.4,2553,471,93,119,78.15126050420169,55,72,76.38888888888889,10,13,76.92307692307693,0,0.5,0.6,-0.5,8,17,4,0,24
1916,M'Baye Niang,SEN,FW,Auxerre,Ligue 1,27,1994,16.5,188,297,63.3,2848,688,100,147,68.02721088435374,66,96,68.75,12,21,57.14285714285714,0,0.6,0.6,-0.6,7,13,7,1,30
1917,Tanguy Nianzou,FRA,DF,Sevilla,La Liga,20,2002,15.2,676,772,87.6,12120,4079,255,280,91.07142857142857,378,403,93.79652605459057,39,73,53.42465753424658,0,0.0,0.2,0.0,1,58,0,0,66
1918,Rasmus Nicolaisen,DEN,DF,Toulouse,Ligue 1,25,1997,33.3,1484,1763,84.2,29502,11304,479,556,86.15107913669064,790,870,90.80459770114942,188,289,65.05190311418684,2,0.8,0.7,1.2,5,81,3,0,114
1919,Hans Nicolussi Caviglia,ITA,MF,Salernitana,Serie A,22,2000,6.5,184,248,74.2,3241,951,74,90,82.22222222222221,83,105,79.04761904761905,17,29,58.620689655172406,0,0.0,0.1,0.0,2,21,0,0,19
1920,Florian Niederlechner,GER,"FW,MF","Augsburg,Hertha BSC",Bundesliga,31,1990,18.799999999999997,213,346,124.1,3313,675,107,154,69.48051948051948,82,117,70.08547008547008,11,27,40.74074074074074,1,0.6000000000000001,1.1,0.39999999999999997,9,23,8,0,29
1922,Saúl Ñíguez,ESP,"MF,DF",Atlético Madrid,La Liga,27,1994,12.2,408,520,78.5,5583,1326,257,294,87.41496598639455,117,152,76.97368421052632,18,34,52.94117647058824,1,0.7,0.5,0.3,5,19,6,1,34
1923,Dimitris Nikolaou,GRE,DF,Spezia,Serie A,23,1998,32.9,1348,1660,81.2,24411,9983,598,652,91.71779141104295,569,651,87.40399385560676,149,298,50.0,0,0.9,0.8,-0.9,10,112,6,2,105
1924,Fernando Niño,ESP,"MF,FW",Villarreal,La Liga,21,2000,0.2,5,5,100.0,62,0,4,4,100.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
1925,Rasmus Nissen,DEN,DF,Leeds United,Premier League,25,1997,21.8,740,1044,70.9,12326,5355,364,435,83.67816091954023,310,410,75.60975609756098,52,134,38.80597014925373,1,1.0,0.9,0.0,9,63,16,2,89
1926,Justin Njinmah,GER,FW,Dortmund,Bundesliga,21,2000,0.2,0,2,0.0,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
1927,Eddie Nketiah,ENG,FW,Arsenal,Premier League,23,1999,12.1,205,255,80.4,2894,350,131,151,86.75496688741721,58,69,84.05797101449275,9,12,75.0,1,1.3,1.3,-0.3,9,9,6,0,15
1928,Christopher Nkunku,FRA,"FW,MF",RB Leipzig,Bundesliga,24,1997,21.1,497,620,80.2,7415,1852,289,335,86.26865671641791,136,160,85.0,44,66,66.66666666666666,4,4.3,4.6,-0.3,39,35,28,2,71
1929,Felix Nmecha,GER,MF,Wolfsburg,Bundesliga,21,2000,20.4,534,706,75.6,9025,2662,249,311,80.06430868167203,218,264,82.57575757575758,50,82,60.97560975609756,5,3.3,1.6,1.7,20,70,11,1,86
1930,Lukas Nmecha,GER,FW,Wolfsburg,Bundesliga,23,1998,10.0,133,201,66.2,1973,348,69,92,75.0,43,62,69.35483870967742,10,14,71.42857142857143,0,0.5,0.4,-0.5,6,17,5,0,18
1931,Arnaud Nordin,FRA,FW,Montpellier,Ligue 1,24,1998,26.7,485,661,73.4,7015,1948,268,334,80.23952095808383,156,213,73.23943661971832,26,44,59.09090909090909,3,2.9,2.0,0.1,20,28,19,3,63
1932,Riad Nouri,FRA,"MF,FW",Ajaccio,Ligue 1,37,1985,18.8,425,627,67.8,6625,2227,225,288,78.125,150,208,72.11538461538461,31,82,37.80487804878049,1,2.2,2.2,-1.2,25,33,14,12,39
1933,Hugo Novoa,ESP,"DF,FW",RB Leipzig,Bundesliga,19,2003,2.0,77,108,71.3,1064,275,48,53,90.56603773584906,23,33,69.6969696969697,2,7,28.57142857142857,0,0.0,0.1,0.0,2,1,0,0,4
1934,Samuel Ntanda,BEL,MF,Sampdoria,Serie A,17,2005,0.0,1,1,100.0,5,0,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
1935,Randy Ntekja,FRA,"FW,MF","Elche,Rayo Vallecano",La Liga,24,1997,9.4,167,236,144.4,2210,494,99,132,75.0,42,53,79.24528301886792,10,20,50.0,0,0.9,0.7999999999999999,-0.9,7,15,4,0,19
1937,Alexander Nübel,GER,GK,Monaco,Ligue 1,25,1996,38.0,851,1141,74.6,25434,18986,120,121,99.17355371900827,358,367,97.54768392370572,369,649,56.85670261941448,0,0.0,0.3,0.0,1,4,0,0,1
1938,Matheus Nunes,POR,MF,Wolves,Premier League,23,1998,27.4,818,1028,79.6,15035,2954,387,451,85.80931263858092,290,339,85.54572271386431,119,173,68.78612716763006,1,2.2,1.3,-1.2,27,70,19,7,84
1939,Darwin Núñez,URU,FW,Liverpool,Premier League,23,1999,18.8,258,401,64.3,3922,852,130,184,70.65217391304348,80,117,68.37606837606837,21,30,70.0,3,5.4,2.8,-2.4,28,11,12,1,29
1940,Unai Núñez,ESP,DF,Celta Vigo,La Liga,25,1997,35.0,1744,2023,86.2,35775,12950,501,553,90.59674502712477,1032,1124,91.81494661921708,203,316,64.24050632911393,0,0.1,0.4,-0.1,5,131,2,1,146
1941,Bram Nuytinck,NED,DF,"Udinese,Sampdoria",Serie A,32,1990,20.900000000000002,672,798,166.1,13933,4745,162,190,85.26315789473684,426,462,92.20779220779221,79,127,62.20472440944882,1,0.3,0.4,0.7,3,20,1,0,27
1943,Ethan Nwaneri,ENG,FW,Arsenal,Premier League,15,2007,0.0,0,0,0.0,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
1944,Gerzino Nyamsi,FRA,DF,Strasbourg,Ligue 1,25,1997,17.5,710,841,84.4,14214,5117,207,234,88.46153846153845,421,460,91.52173913043478,74,131,56.48854961832062,1,0.1,0.3,0.9,3,55,6,0,68
1945,Ørjan Nyland,NOR,GK,RB Leipzig,Bundesliga,31,1990,2.0,75,99,75.8,1997,1298,19,20,95.0,36,36,100.0,20,42,47.61904761904761,1,0.1,0.0,0.9,1,6,1,0,0
1946,M'Bala Nzola,ANG,FW,Spezia,Serie A,25,1996,29.5,471,593,79.4,5580,916,309,363,85.12396694214877,108,138,78.26086956521739,8,10,80.0,2,2.5,2.7,-0.5,28,23,18,2,50
1947,Christian Nørgaard,DEN,MF,Brentford,Premier League,28,1994,19.6,608,812,74.9,9879,3427,304,369,82.38482384823848,252,326,77.30061349693251,40,74,54.054054054054056,3,3.1,1.8,-0.1,12,68,8,2,73
1948,Lewis O'Brien,ENG,MF,Nott'ham Forest,Premier League,23,1998,6.5,166,214,77.6,2785,650,72,85,84.70588235294117,84,103,81.55339805825243,7,16,43.75,0,0.2,0.2,-0.2,4,19,3,0,21
1949,Pedro Obiang,EQG,MF,Sassuolo,Serie A,30,1992,9.7,363,438,82.9,6702,2194,175,204,85.7843137254902,142,158,89.87341772151899,42,60,70.0,1,0.2,0.2,0.8,3,27,2,0,40
1950,Jan Oblak,SVN,GK,Atlético Madrid,La Liga,29,1993,27.7,538,817,65.9,15674,11619,99,99,100.0,239,243,98.35390946502058,197,469,42.00426439232409,0,0.0,0.0,0.0,0,5,0,0,0
1951,Brian Ocampo,URU,"MF,FW",Cádiz,La Liga,23,1999,12.4,274,369,74.3,3846,1051,177,207,85.5072463768116,61,86,70.93023255813954,22,41,53.65853658536586,1,1.7,1.7,-0.7,16,13,15,6,22
1952,Lucas Ocampos,ARG,"FW,MF",Sevilla,La Liga,28,1994,12.9,333,450,74.0,4746,848,203,245,82.85714285714286,100,131,76.33587786259542,16,35,45.714285714285715,0,1.4,1.3,-1.4,13,16,12,4,37
1953,Guillermo Ochoa,MEX,GK,Salernitana,Serie A,37,1985,20.0,441,760,58.0,14422,10713,62,63,98.4126984126984,183,186,98.38709677419355,196,507,38.65877712031558,0,0.0,0.0,0.0,0,13,0,0,0
1954,Wilson Odobert,FRA,"MF,FW",Troyes,Ligue 1,17,2004,19.6,408,538,75.8,6175,1444,226,281,80.42704626334519,134,175,76.57142857142857,26,37,70.27027027027027,2,1.8,1.4,0.2,23,27,13,5,47
1955,Álvaro Odriozola,ESP,DF,Real Madrid,La Liga,26,1995,0.4,27,28,96.4,376,108,19,20,95.0,7,7,100.0,1,1,100.0,0,0.3,0.1,-0.3,2,1,1,1,2
1956,Tim Oermann,GER,DF,Bochum,Bundesliga,18,2003,2.2,39,51,76.5,738,268,14,16,87.5,18,19,94.73684210526315,6,12,50.0,0,0.0,0.0,0.0,0,1,0,0,0
1957,Odeluga Offiah,ENG,DF,Brighton,Premier League,19,2002,0.3,24,30,80.0,347,47,14,17,82.35294117647058,9,12,75.0,1,1,100.0,0,0.0,0.0,0.0,0,2,1,0,1
1958,Angelo Ogbonna,ITA,DF,West Ham,Premier League,34,1988,13.7,332,415,80.0,6299,2059,100,120,83.33333333333334,190,217,87.55760368663594,32,62,51.61290322580645,0,0.2,0.1,-0.2,3,8,1,0,11
1959,Florent Ogier,FRA,DF,Clermont Foot,Ligue 1,33,1989,18.9,741,935,79.3,13955,6170,278,317,87.69716088328076,348,414,84.05797101449275,93,168,55.35714285714286,1,1.3,0.6,-0.3,5,47,3,0,57
1960,Marios Oikonomou,GRE,DF,Sampdoria,Serie A,29,1992,2.4,63,85,74.1,1271,547,24,28,85.71428571428571,32,38,84.21052631578947,7,19,36.84210526315789,0,0.0,0.0,0.0,0,1,0,0,2
1961,David Okereke,NGA,"FW,MF",Cremonese,Serie A,24,1997,25.2,353,504,70.0,5730,1348,188,245,76.73469387755102,117,147,79.59183673469387,34,50,68.0,0,1.1,1.1,-1.1,21,31,24,5,70
1962,Caleb Okoli,ITA,DF,Atalanta,Serie A,21,2001,10.7,345,458,75.3,5887,2267,156,190,82.10526315789474,151,189,79.8941798941799,28,49,57.14285714285714,0,0.0,0.1,0.0,0,11,2,0,19
1963,Olasagasti,ESP,"MF,DF",Real Sociedad,La Liga,21,2000,0.7,39,48,81.3,645,118,19,25,76.0,18,19,94.73684210526315,2,3,66.66666666666666,0,0.0,0.0,0.0,0,6,1,0,2
1964,Lucas Olaza,URU,DF,Valladolid,La Liga,28,1994,16.6,606,797,76.0,10317,4171,271,308,87.98701298701299,263,321,81.93146417445483,53,111,47.74774774774775,1,1.0,1.0,0.0,16,34,17,8,66
1965,Finn Ole Becker,GER,MF,Hoffenheim,Bundesliga,22,2000,5.7,148,210,70.5,2257,828,81,98,82.6530612244898,45,66,68.18181818181817,12,23,52.17391304347826,0,0.3,0.3,-0.3,4,14,4,0,19
1966,Mathias Olesen,LUX,MF,Köln,Bundesliga,21,2001,5.3,123,157,78.3,1974,458,61,75,81.33333333333333,41,48,85.41666666666666,10,16,62.5,0,0.1,0.2,-0.1,2,9,3,1,15
1967,Michael Olise,FRA,"FW,MF",Crystal Palace,Premier League,20,2001,30.5,985,1420,69.4,16792,5022,518,601,86.18968386023295,328,444,73.87387387387388,115,273,42.124542124542124,11,8.7,6.4,2.3,72,72,53,16,133
1968,Brian Oliván,ESP,DF,Espanyol,La Liga,28,1994,26.7,688,1106,62.2,12987,6417,305,370,82.43243243243244,260,410,63.41463414634146,105,261,40.229885057471265,7,4.3,3.9,2.7,34,69,31,24,80
1969,Lucas Oliveira Rosa,BRA,DF,Valladolid,La Liga,22,2000,10.3,315,437,72.1,4864,1535,166,189,87.83068783068782,121,165,73.33333333333333,19,47,40.42553191489361,1,1.0,0.7,0.0,10,8,11,7,22
1970,Mathías Olivera,URU,DF,Napoli,Serie A,24,1997,18.3,1200,1381,86.9,16376,4940,780,832,93.75,316,366,86.33879781420765,57,101,56.43564356435643,2,2.1,2.0,-0.1,24,100,12,4,88
1971,Dani Olmo,ESP,"MF,FW",RB Leipzig,Bundesliga,24,1998,14.2,450,596,75.5,6561,1888,258,300,86.0,134,173,77.45664739884393,31,57,54.385964912280706,5,4.5,5.1,0.5,38,36,27,1,68
1972,Jan Olschowsky,GER,GK,M'Gladbach,Bundesliga,20,2001,4.0,131,159,82.4,2935,1863,35,35,100.0,73,73,100.0,23,51,45.09803921568628,0,0.0,0.0,0.0,0,2,0,0,0
1973,Robin Olsen,SWE,GK,Aston Villa,Premier League,32,1990,3.1,74,131,56.5,2049,1522,17,18,94.44444444444444,30,30,100.0,27,80,33.75,0,0.0,0.0,0.0,0,2,0,0,0
1974,Warmed Omari,FRA,DF,Rennes,Ligue 1,22,2000,15.1,911,982,92.8,19205,5888,203,223,91.03139013452915,573,592,96.79054054054053,125,147,85.03401360544217,0,0.4,0.6,-0.4,5,42,2,0,58
1975,Jonas Omlin,SUI,GK,"Montpellier,M'Gladbach","Ligue 1,Bundesliga",28,1994,27.3,890,1153,151.7,22465,15239,183,186,98.38709677419355,478,486,98.35390946502058,227,479,47.390396659707726,0,0.4,0.0,-0.4,2,9,1,0,0
1977,Ado Onaiwu,JPN,FW,Toulouse,Ligue 1,26,1995,12.0,252,337,74.8,3501,718,145,187,77.54010695187165,78,100,78.0,10,15,66.66666666666666,1,1.1,1.4,-0.1,8,19,10,1,30
1978,Amadou Onana,BEL,MF,Everton,Premier League,20,2001,27.6,816,980,83.3,13145,3007,420,481,87.31808731808732,310,354,87.57062146892656,60,86,69.76744186046511,2,2.6,1.7,-0.6,22,77,11,0,79
1979,André Onana,CMR,GK,Inter,Serie A,26,1996,24.0,837,1030,81.3,20562,13611,224,224,100.0,386,394,97.96954314720813,220,402,54.72636815920397,0,0.1,0.1,-0.1,3,17,1,0,2
1980,Jean Onana,CMR,"MF,DF",Lens,Ligue 1,22,2000,9.0,412,478,86.2,6872,1606,185,204,90.68627450980392,177,203,87.192118226601,31,43,72.09302325581395,0,0.4,0.3,-0.4,6,38,3,1,29
