Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,ADWon,ADLost,ADWonp
676,Thomas Delaney,DEN,MF,"Sevilla,Hoffenheim","La Liga,Bundesliga",30,1991,6.699999999999999,3,0,0,7,11,1,7,5,5,0,0,0,33,20,6,76.92307692307693
678,Sacha Delaye,FRA,"FW,MF",Montpellier,Ligue 1,20,2002,0.2,0,0,0,1,0,0,0,0,0,0,0,0,3,1,1,50.0
679,Fran Delgado,ESP,DF,Betis,La Liga,21,2001,0.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
680,Andy Delort,ALG,FW,"Nice,Nantes",Ligue 1,30,1991,13.899999999999999,0,0,0,17,13,11,32,1,4,0,0,0,21,40,46,46.51162790697674
682,Karamoko Dembele,SCO,"FW,MF",Brest,Ligue 1,19,2003,2.0,0,0,0,5,9,0,14,1,0,0,0,0,13,0,4,0.0
683,Moussa Dembélé,FRA,"FW,MF",Lyon,Ligue 1,26,1996,9.7,1,0,0,17,3,8,2,2,4,0,0,0,22,29,22,56.86274509803921
684,Ousmane Dembélé,FRA,FW,Barcelona,La Liga,25,1997,15.7,4,0,0,16,19,5,106,0,12,0,0,0,60,4,12,25.0
685,Siriki Dembélé,CIV,"FW,MF","Bournemouth,Auxerre","Premier League,Ligue 1",25,1996,5.3,1,0,0,9,11,0,9,1,7,0,0,0,33,2,12,14.285714285714285
687,Merih Demiral,TUR,DF,Atalanta,Serie A,24,1998,17.1,5,0,0,13,13,1,2,24,29,0,0,0,123,52,29,64.19753086419753
688,Kerem Demirbay,GER,MF,Leverkusen,Bundesliga,29,1993,17.2,5,0,0,31,22,0,90,16,18,0,0,0,100,9,11,45.0
689,Ermedin Demirović,BIH,"FW,MF",Augsburg,Bundesliga,24,1998,26.3,7,1,0,49,31,11,19,14,14,1,0,0,83,66,106,38.372093023255815
690,Diego Demme,GER,MF,Napoli,Serie A,30,1991,1.6,0,0,0,2,3,0,0,0,0,0,0,0,5,2,1,66.66666666666666
691,Sepp van den Berg,NED,DF,Schalke 04,Bundesliga,20,2001,7.7,2,0,0,4,0,0,0,13,4,0,0,0,45,14,15,48.275862068965516
692,Branco van den Boomen,NED,MF,Toulouse,Ligue 1,27,1995,32.1,6,0,0,33,19,2,282,10,36,0,0,0,182,6,12,33.33333333333333
693,Leander Dendoncker,BEL,MF,"Aston Villa,Wolves",Premier League,27,1995,10.1,0,0,0,1,1,0,3,19,11,0,0,0,52,12,13,48.0
695,Emmanuel Dennis,NGA,"FW,MF",Nott'ham Forest,Premier League,24,1997,8.0,3,0,0,15,29,4,11,2,11,0,0,0,38,13,16,44.827586206896555
696,Fabio Depaoli,ITA,DF,"Hellas Verona,Sampdoria",Serie A,25,1997,25.6,8,0,0,44,38,4,68,19,31,0,0,0,119,24,41,36.92307692307693
698,Kastriot Dermaku,ALB,DF,Lecce,Serie A,30,1992,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
699,Halil Dervişoğlu,TUR,MF,Brentford,Premier League,22,1999,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
700,Rémy Descamps,FRA,GK,Nantes,Ligue 1,26,1996,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
701,Mikkel Desler,DEN,DF,Toulouse,Ligue 1,27,1995,25.1,5,1,1,28,32,6,42,36,38,0,0,0,165,23,9,71.875
702,Cyriel Dessers,NGA,FW,Cremonese,Serie A,27,1994,17.6,3,0,0,34,14,24,8,3,4,0,0,0,30,16,48,25.0
703,Sergiño Dest,USA,DF,Milan,Serie A,21,2000,3.7,0,0,0,6,4,0,4,4,6,0,1,0,29,3,1,75.0
704,Mattia Destro,ITA,"FW,MF",Empoli,Serie A,31,1991,6.4,3,0,0,12,5,7,2,1,1,0,1,0,9,8,20,28.57142857142857
705,Gerard Deulofeu,ESP,FW,Udinese,Serie A,28,1994,13.5,1,0,0,8,11,8,59,2,5,0,0,0,44,1,4,20.0
706,Kiernan Dewsbury-Hall,ENG,MF,Leicester City,Premier League,23,1998,25.6,5,1,1,37,35,1,46,28,29,0,0,0,149,15,13,53.57142857142857
707,Samuel Di Carmine,ITA,"FW,MF",Cremonese,Serie A,33,1988,0.3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0.0
708,Federico Di Francesco,ITA,"FW,MF",Lecce,Serie A,28,1994,22.6,5,0,0,43,32,13,45,8,16,1,0,0,86,7,21,25.0
709,Michele Di Gregorio,ITA,GK,Monza,Serie A,25,1997,37.0,0,0,0,0,3,0,0,4,0,0,0,0,31,4,1,80.0
710,Giovanni Di Lorenzo,ITA,DF,Napoli,Serie A,28,1993,36.2,2,0,0,31,36,4,88,30,29,0,0,0,171,41,34,54.666666666666664
711,Ángel Di María,ARG,"FW,MF",Juventus,Serie A,34,1988,15.1,1,1,0,6,24,4,97,7,5,0,0,0,52,1,6,14.285714285714285
712,Boulaye Dia,SEN,"FW,MF",Salernitana,Serie A,25,1996,28.0,4,0,0,28,43,13,6,7,5,0,0,0,97,20,58,25.64102564102564
713,Moussa Diaby,FRA,"FW,MF",Leverkusen,Bundesliga,23,1999,30.0,4,0,0,18,24,10,95,5,8,1,0,0,87,2,20,9.090909090909092
714,Mouctar Diakhaby,GUI,DF,Valencia,La Liga,25,1996,27.2,7,1,1,23,13,4,1,20,16,0,0,0,149,48,40,54.54545454545454
715,Mamadou Diakhon,FRA,FW,Reims,Ligue 1,16,2005,0.2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,
716,Bafodé Diakité,FRA,DF,Lille,Ligue 1,21,2001,29.5,6,0,0,45,13,0,19,17,35,0,0,1,159,41,41,50.0
717,Ibrahim Diakité,GUI,DF,Reims,Ligue 1,18,2003,1.5,1,0,0,3,2,0,7,5,3,0,0,0,10,1,2,33.33333333333333
718,Abdou Diallo,SEN,"DF,MF",RB Leipzig,Bundesliga,26,1996,5.3,2,0,0,3,2,1,1,8,5,0,1,0,40,12,11,52.17391304347826
719,Baila Diallo,FRA,"DF,MF",Clermont Foot,Ligue 1,21,2001,1.0,0,0,0,3,1,0,5,0,0,0,0,0,3,4,4,50.0
720,Habib Diallo,SEN,FW,Strasbourg,Ligue 1,27,1995,32.0,4,1,1,37,64,19,7,12,10,1,0,0,76,135,158,46.075085324232084
721,Ibrahima Diallo,FRA,MF,Southampton,Premier League,23,1999,9.1,4,0,0,18,7,0,4,6,15,0,0,0,82,15,9,62.5
722,Ismael Diallo,CIV,DF,Ajaccio,Ligue 1,25,1997,24.2,9,1,0,41,33,1,35,30,33,0,2,0,166,26,24,52.0
723,Mamady Diarra,MLI,"MF,DF",Cádiz,La Liga,22,2000,0.7,0,0,0,1,1,0,0,0,1,0,0,0,5,0,0,
724,Mouhamadou Diarra,FRA,"MF,FW",Strasbourg,Ligue 1,18,2004,18.1,4,0,0,23,22,0,48,11,16,1,0,0,99,12,25,32.432432432432435
725,Moussa Diarra,MLI,DF,Toulouse,Ligue 1,21,2000,13.6,0,0,0,19,17,1,13,19,9,0,1,0,69,16,13,55.172413793103445
726,Stéphane Diarra,FRA,"FW,MF",Lorient,Ligue 1,23,1998,11.8,1,0,0,7,21,4,15,22,17,0,0,0,94,5,8,38.46153846153847
727,Youba Diarra,MLI,MF,Cádiz,La Liga,24,1998,1.1,2,0,0,3,0,0,0,2,0,0,0,0,12,0,2,0.0
728,Rúben Dias,POR,DF,Manchester City,Premier League,25,1997,22.2,3,0,0,19,7,0,1,18,13,0,0,0,99,44,28,61.111111111111114
729,Krépin Diatta,SEN,"MF,FW",Monaco,Ligue 1,23,1999,23.0,3,0,0,20,26,10,54,17,21,2,0,0,94,41,40,50.617283950617285
730,Mory Diaw,SEN,GK,Clermont Foot,Ligue 1,29,1993,37.0,0,0,0,0,6,0,0,2,0,0,0,0,31,5,0,100.0
731,Brahim Díaz,ESP,"MF,FW",Milan,Serie A,22,1999,21.4,3,0,0,29,50,2,20,7,15,1,0,0,100,4,24,14.285714285714285
732,Luis Díaz,COL,FW,Liverpool,Premier League,25,1997,11.1,2,0,0,20,24,3,8,6,11,0,0,0,50,8,23,25.806451612903224
733,Justin Diehl,GER,"MF,FW",Köln,Bundesliga,17,2004,0.2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,
734,Bamba Dieng,SEN,"FW,MF","Marseille,Lorient",Ligue 1,22,2000,10.5,1,0,0,29,37,6,6,2,14,1,0,0,25,9,26,25.71428571428571
736,Eric Dier,ENG,DF,Tottenham,Premier League,28,1994,31.3,3,0,0,25,10,1,11,35,19,0,0,0,140,80,35,69.56521739130434
737,Florian Dietz,GER,FW,Köln,Bundesliga,23,1998,4.4,1,0,0,11,1,1,4,0,1,0,0,0,8,24,12,66.66666666666666
738,Lucas Digne,FRA,DF,Aston Villa,Premier League,29,1993,16.7,5,0,0,19,23,2,77,18,12,0,1,1,86,26,17,60.46511627906976
739,Federico Dimarco,ITA,DF,Inter,Serie A,24,1997,23.0,0,0,0,12,30,5,207,18,25,0,1,0,122,5,12,29.411764705882355
740,Stole Dimitrievski,MKD,GK,Rayo Vallecano,La Liga,28,1993,36.9,4,0,0,0,3,0,0,1,0,0,0,0,40,9,1,90.0
741,Junior Dina Ebimbe,FRA,"DF,MF",Eint Frankfurt,Bundesliga,21,2000,11.8,4,0,0,15,11,2,8,11,19,0,0,0,73,23,20,53.48837209302325
742,Tristan Dingomé,CMR,MF,Troyes,Ligue 1,31,1991,1.1,0,0,0,1,1,0,5,0,1,0,0,0,10,1,3,25.0
743,Eren Dinkçi,GER,"FW,MF",Werder Bremen,Bundesliga,20,2001,2.6,0,0,0,5,2,2,4,0,5,0,0,0,7,5,13,27.77777777777778
744,Sinaly Diomande,CIV,DF,Lyon,Ligue 1,21,2001,21.7,2,1,0,23,22,1,2,49,24,0,1,0,109,56,25,69.1358024691358
745,Lois Diony,FRA,FW,Angers,Ligue 1,29,1992,5.6,1,0,0,10,4,3,3,0,0,0,0,0,9,19,21,47.5
746,Edan Diop,FRA,"DF,FW",Monaco,Ligue 1,17,2004,2.5,0,0,0,7,4,0,7,4,8,0,0,0,16,4,6,40.0
747,Issa Diop,FRA,DF,Fulham,Premier League,25,1997,22.4,2,0,0,16,8,3,2,35,19,0,2,0,116,33,24,57.89473684210527
748,Sofiane Diop,FRA,"MF,FW","Nice,Monaco",Ligue 1,22,2000,14.299999999999999,1,0,0,9,29,3,51,17,11,0,0,0,98,12,6,66.66666666666666
750,Yehvann Diouf,FRA,GK,Reims,Ligue 1,22,1999,31.0,2,0,0,0,10,0,0,1,0,0,0,0,49,13,1,92.85714285714286
751,Axel Disasi,FRA,DF,Monaco,Ligue 1,24,1998,37.0,3,0,0,31,12,0,14,56,20,0,0,0,236,97,41,70.28985507246377
752,Tiago Djaló,POR,DF,Lille,Ligue 1,22,2000,22.4,7,0,0,19,18,1,3,23,21,1,1,1,167,28,31,47.45762711864407
753,Djené,TOG,DF,Getafe,La Liga,30,1991,31.6,10,1,0,49,38,1,23,42,28,0,2,0,204,53,30,63.85542168674698
754,Moussa Djenepo,MLI,"DF,FW",Southampton,Premier League,24,1998,7.9,1,0,0,11,19,1,12,11,11,0,0,0,56,3,10,23.076923076923077
755,Koffi Djidji,CIV,DF,Torino,Serie A,29,1992,26.9,3,0,0,27,3,1,13,34,25,0,2,0,141,47,50,48.45360824742268
756,Alexander Djiku,GHA,DF,Strasbourg,Ligue 1,27,1994,29.7,8,1,0,39,26,2,6,66,36,0,0,0,162,92,35,72.44094488188976
757,Berat Djimsiti,ALB,DF,Atalanta,Serie A,29,1993,20.0,3,0,0,15,8,0,0,36,19,0,0,0,112,59,42,58.415841584158414
758,Moussa Djitte,SEN,FW,Ajaccio,Ligue 1,22,1999,1.5,0,0,0,4,3,0,0,0,0,0,0,0,5,5,6,45.45454545454545
759,Ouparine Djoco,GNB,GK,Clermont Foot,Ligue 1,24,1998,1.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
760,Marko Dmitrović,SRB,GK,Sevilla,La Liga,30,1992,14.1,1,0,0,0,1,0,0,0,0,0,0,0,23,4,0,100.0
761,Alan Do Marcolino,GAB,FW,Rennes,Ligue 1,20,2002,0.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
762,Ben Doak,SCO,FW,Liverpool,Premier League,16,2005,0.3,0,0,0,1,1,0,0,0,2,0,0,0,5,0,0,
763,Ritsu Doan,JPN,"MF,FW",Freiburg,Bundesliga,24,1998,26.9,3,0,0,29,52,6,30,14,29,2,0,0,127,9,39,18.75
764,Dodô,BRA,DF,Fiorentina,Serie A,23,1998,25.9,5,1,1,28,40,0,61,25,22,0,1,0,184,19,13,59.375
765,Danilho Doekhi,NED,DF,Union Berlin,Bundesliga,24,1998,24.6,0,0,0,20,14,0,10,29,23,1,1,0,103,61,49,55.45454545454545
766,Matt Doherty,IRL,"DF,MF","Tottenham,Atlético Madrid","Premier League,La Liga",30,1992,7.6000000000000005,0,0,0,12,4,0,18,8,10,0,0,0,31,20,13,60.60606060606061
768,Josh Doig,SCO,DF,Hellas Verona,Serie A,20,2002,15.0,1,0,0,14,7,2,46,11,8,0,0,0,93,16,23,41.02564102564102
769,Jeremy Doku,BEL,"MF,FW",Rennes,Ligue 1,20,2002,14.3,0,0,0,16,36,0,24,5,16,0,0,0,89,3,10,23.076923076923077
770,Kasper Dolberg,DEN,FW,"Sevilla,Hoffenheim","La Liga,Bundesliga",24,1997,6.7,0,0,0,7,10,2,1,0,5,0,0,0,9,12,13,48.0
772,Carlos Dominguez,ESP,DF,Celta Vigo,La Liga,21,2001,1.2,0,0,0,0,0,0,0,0,1,0,0,0,9,1,0,100.0
773,Nicolás Domínguez,ARG,MF,Bologna,Serie A,24,1998,25.6,10,0,0,43,32,2,19,21,49,0,1,0,167,37,27,57.8125
774,John Donald,ESP,"MF,DF",Elche,La Liga,21,2000,12.1,3,1,0,23,8,0,0,14,11,0,0,0,52,28,17,62.22222222222222
775,Giulio Donati,ITA,DF,Monza,Serie A,32,1990,4.7,4,2,1,7,6,0,9,4,1,0,0,0,21,4,3,57.14285714285714
776,Kyliane Dong,FRA,"MF,FW",Troyes,Ligue 1,17,2004,2.4,0,0,0,1,2,3,6,1,1,0,0,0,5,0,3,0.0
777,Jordan Dongmo,CMR,MF,Troyes,Ligue 1,21,2001,0.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0
778,Gianluigi Donnarumma,ITA,GK,Paris S-G,Ligue 1,23,1999,37.9,3,0,0,1,4,0,0,0,0,0,1,0,44,7,1,87.5
779,Niklas Dorsch,GER,MF,Augsburg,Bundesliga,24,1998,5.4,1,0,0,10,6,0,1,6,12,0,0,0,38,5,7,41.66666666666667
780,Gabriel Dos Santos,BRA,DF,Arsenal,Premier League,24,1997,37.9,5,0,0,26,40,1,5,32,30,0,2,0,191,100,76,56.81818181818182
781,Jodel Dossou,BEN,"MF,DF",Clermont Foot,Ligue 1,30,1992,2.9,0,0,0,3,3,3,10,1,4,0,0,0,7,1,4,20.0
782,Lohann Doucet,FRA,"MF,FW",Nantes,Ligue 1,19,2002,1.0,0,0,0,2,0,0,0,2,0,0,0,0,11,0,2,0.0
783,Abdoulaye Doucouré,MLI,MF,Everton,Premier League,29,1993,17.0,6,1,0,21,4,8,8,13,20,0,1,0,100,13,30,30.23255813953488
784,Cheick Doucouré,MLI,MF,Crystal Palace,Premier League,22,2000,30.8,10,1,1,38,13,0,6,56,46,0,0,0,220,30,29,50.847457627118644
785,Ckene Doucouré,COM,"FW,MF",Lorient,Ligue 1,20,2002,1.5,0,0,0,8,9,0,0,1,2,1,0,0,5,5,6,45.45454545454545
786,Désiré Doué,FRA,"MF,FW",Rennes,Ligue 1,17,2005,12.4,5,0,0,37,28,4,30,13,18,0,0,0,64,10,13,43.47826086956522
787,Guela Doué,FRA,"FW,MF",Rennes,Ligue 1,19,2002,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0
788,Ismaël Doukouré,FRA,"DF,MF",Strasbourg,Ligue 1,19,2003,25.5,5,0,0,30,27,0,11,27,24,0,0,0,148,29,37,43.93939393939394
789,Kamory Doumbia,MLI,MF,Reims,Ligue 1,19,2003,12.8,0,0,0,15,9,0,9,13,16,0,0,0,83,7,22,24.137931034482758
790,Souleyman Doumbia,CIV,"DF,FW",Angers,Ligue 1,25,1996,19.9,2,1,0,27,20,3,48,27,31,0,0,0,118,18,14,56.25
791,Flynn Downes,ENG,MF,West Ham,Premier League,23,1999,8.5,2,0,0,8,12,0,3,7,9,0,0,0,44,9,12,42.857142857142854
792,Kami Doyle,ENG,MF,Southampton,Premier League,16,2005,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
793,Bartłomiej Drągowski,POL,GK,Spezia,Serie A,24,1997,32.7,1,0,0,0,6,0,0,1,0,0,0,0,38,8,1,88.88888888888889
794,Cody Drameh,ENG,DF,Leeds United,Premier League,20,2001,0.8,0,0,0,1,0,0,1,1,4,0,0,0,5,1,0,100.0
795,Dion Drena Beljo,CRO,FW,Augsburg,Bundesliga,20,2002,12.5,2,0,0,26,10,7,5,1,6,0,0,0,38,47,56,45.63106796116505
796,Dominick Drexler,GER,"MF,FW",Schalke 04,Bundesliga,32,1990,15.2,3,1,0,26,24,2,47,8,17,0,0,0,89,22,28,44.0
797,Domingos Duarte,POR,DF,Getafe,La Liga,27,1995,29.5,11,1,1,32,21,2,0,39,18,0,2,1,126,47,30,61.038961038961034
798,Martin Dúbravka,SVK,GK,Newcastle Utd,Premier League,33,1989,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
799,Marvin Ducksch,GER,FW,Werder Bremen,Bundesliga,28,1994,31.7,4,0,0,3,17,12,164,9,3,1,0,0,98,25,34,42.3728813559322
800,Ondrej Duda,SVK,MF,"Hellas Verona,Köln","Serie A,Bundesliga",27,1994,19.5,4,0,0,33,44,1,26,15,22,0,0,0,150,16,25,39.02439024390244
802,Shane Duffy,IRL,"DF,FW",Fulham,Premier League,30,1992,0.2,0,0,0,0,1,0,0,0,0,0,0,0,2,2,1,66.66666666666666
803,Rémy Dugimont,FRA,"FW,MF",Auxerre,Ligue 1,36,1986,1.3,1,0,0,5,1,2,0,0,1,0,0,0,11,7,9,43.75
804,Denzel Dumfries,NED,DF,Inter,Serie A,26,1996,24.6,4,0,0,31,39,2,82,12,18,2,1,1,90,41,41,50.0
805,Alfred Duncan,GHA,MF,Fiorentina,Serie A,29,1993,12.3,3,0,0,26,12,1,26,8,10,0,0,0,67,9,7,56.25
806,Lewis Dunk,ENG,DF,Brighton,Premier League,30,1991,36.0,4,0,0,18,27,1,2,34,19,0,4,1,253,68,47,59.130434782608695
807,Maxime Dupé,FRA,GK,Toulouse,Ligue 1,29,1993,38.0,2,0,0,1,4,0,0,0,0,0,1,0,27,9,0,100.0
808,Jhon Durán,COL,"FW,MF",Aston Villa,Premier League,18,2003,1.5,1,0,0,9,3,3,2,2,2,0,0,0,5,7,10,41.17647058823529
809,Pablo Durán,ESP,"MF,DF",Celta Vigo,La Liga,21,2001,0.4,0,0,0,1,0,1,1,1,0,0,0,0,3,1,1,50.0
810,Julien Duranville,BEL,MF,Dortmund,Bundesliga,16,2006,0.3,0,0,0,1,1,0,7,0,1,0,0,0,1,0,0,
811,Hugo Duro,ESP,FW,Valencia,La Liga,22,1999,15.4,5,0,0,20,35,3,2,2,12,0,0,0,37,32,61,34.40860215053764
812,Jean-Kevin Duverne,HAI,DF,Brest,Ligue 1,25,1997,27.9,2,0,0,39,20,4,85,28,38,2,0,0,159,33,22,60.0
813,Paulo Dybala,ARG,"MF,FW",Roma,Serie A,28,1993,19.3,5,0,0,10,56,5,82,8,4,2,0,0,81,4,16,20.0
814,Edin Džeko,BIH,FW,Inter,Serie A,36,1986,19.2,3,0,0,26,24,10,24,3,2,0,0,0,60,41,43,48.80952380952381
815,Malcolm Ebiowei,ENG,"MF,FW",Crystal Palace,Premier League,18,2003,0.4,0,0,0,0,1,0,3,0,1,0,0,0,0,0,0,
816,Festy Ebosele,IRL,DF,Udinese,Serie A,19,2002,4.6,4,0,0,11,7,0,16,2,10,0,0,0,36,6,4,60.0
817,Enzo Ebosse,CMR,DF,Udinese,Serie A,23,1999,10.3,3,0,0,9,4,1,15,11,9,0,0,0,48,15,14,51.724137931034484
818,Tyronne Ebuehi,NGA,DF,Empoli,Serie A,26,1995,21.4,0,0,0,12,17,3,28,12,14,0,0,0,91,19,32,37.254901960784316
819,Ederson,BRA,GK,Manchester City,Premier League,28,1993,35.0,3,0,0,1,4,0,0,1,1,0,1,0,35,8,1,88.88888888888889
820,Éderson,BRA,MF,Atalanta,Serie A,23,1999,24.6,4,0,0,28,43,0,15,36,34,0,1,0,168,20,21,48.78048780487805
821,Odsonne Édouard,FRA,FW,Crystal Palace,Premier League,24,1998,20.0,3,0,0,28,17,13,4,3,13,0,0,0,55,41,77,34.74576271186441
822,Samuel Edozie,ENG,"FW,MF",Southampton,Premier League,19,2003,6.3,0,0,0,1,22,1,11,6,10,1,0,0,30,6,12,33.33333333333333
823,Maximilian Eggestein,GER,MF,Freiburg,Bundesliga,25,1996,27.2,6,0,0,31,21,1,12,36,29,0,0,0,142,57,50,53.271028037383175
824,Lilian Egloff,GER,"MF,FW",Stuttgart,Bundesliga,19,2002,2.7,1,0,0,3,5,0,2,1,10,0,0,0,13,3,4,42.857142857142854
825,Íñigo Eguaras,ESP,MF,Almería,La Liga,30,1992,10.7,6,0,0,7,8,0,3,6,8,0,0,0,67,3,5,37.5
826,Kingsley Ehizibue,NED,DF,"Udinese,Köln","Serie A,Bundesliga",27,1995,17.8,7,0,0,35,22,1,37,12,31,0,0,0,89,16,17,48.484848484848484
828,Julian Eitschberger,GER,FW,Hertha BSC,Bundesliga,18,2004,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
829,Chidera Ejuke,NGA,"FW,MF",Hertha BSC,Bundesliga,24,1998,9.9,0,0,0,2,10,1,16,4,4,0,0,0,66,5,3,62.5
830,Albin Ekdal,SWE,MF,Spezia,Serie A,33,1989,19.3,6,1,1,32,28,0,4,26,20,0,0,0,126,36,21,63.1578947368421
831,Hugo Ekitike,FRA,FW,Paris S-G,Ligue 1,20,2002,12.8,0,0,0,15,13,7,2,9,4,0,0,0,42,8,12,40.0
832,Emmanuel Ekong,SWE,"FW,MF",Empoli,Serie A,20,2002,0.2,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0.0
833,Anthony Elanga,SWE,FW,Manchester Utd,Premier League,20,2002,4.7,0,0,0,3,7,3,7,2,0,0,0,0,17,8,11,42.10526315789473
834,Alberth Elis,HON,"MF,FW",Brest,Ligue 1,26,1996,2.9,0,0,0,8,5,1,2,1,3,0,0,0,17,3,12,20.0
835,Mikael Ellertsson,ISL,"MF,DF",Spezia,Serie A,20,2002,1.9,3,0,0,6,3,0,3,2,2,0,0,0,7,2,2,50.0
836,Harvey Elliott,ENG,"MF,FW",Liverpool,Premier League,19,2003,17.9,2,0,0,14,25,2,34,15,18,0,0,0,122,4,16,20.0
837,Elif Elmas,MKD,"FW,MF",Napoli,Serie A,22,1999,18.1,5,0,0,22,14,3,30,11,13,0,0,0,77,5,14,26.31578947368421
838,Mohamed Elneny,EGY,MF,Arsenal,Premier League,30,1992,1.3,0,0,0,1,1,0,0,0,1,0,0,0,10,0,2,0.0
839,Aritz Elustondo,ESP,DF,Real Sociedad,La Liga,28,1994,16.1,5,1,0,21,9,1,9,20,17,0,0,0,58,18,23,43.90243902439025
840,Nico Elvedi,SUI,DF,M'Gladbach,Bundesliga,25,1996,31.4,2,0,0,24,11,1,0,35,24,0,0,0,149,71,48,59.66386554621849
841,Rodrigo Ely,BRA,DF,Almería,La Liga,28,1993,35.1,10,1,1,25,14,2,3,31,21,0,0,1,142,79,38,67.52136752136752
842,Mohamed Elyounoussi,NOR,"MF,FW",Southampton,Premier League,27,1994,24.1,4,0,0,41,18,3,34,27,28,0,0,0,132,37,44,45.67901234567901
843,Adri Embarba,ESP,"FW,MF","Almería,Espanyol",La Liga,30,1992,16.799999999999997,5,1,1,23,31,10,129,9,27,0,0,0,102,8,31,20.51282051282051
845,Breel Embolo,SUI,FW,Monaco,Ligue 1,25,1997,20.7,3,0,0,50,56,14,4,5,9,2,1,0,59,33,47,41.25
846,Emerson,BRA,DF,Tottenham,Premier League,23,1999,19.3,2,1,0,21,33,0,46,18,33,0,0,0,102,28,27,50.90909090909091
847,Youssef En-Nesyri,MAR,FW,Sevilla,La Liga,25,1997,18.5,4,0,0,10,11,21,4,4,8,0,0,0,28,60,90,40.0
848,Wataru Endo,JPN,MF,Stuttgart,Bundesliga,29,1993,32.5,3,0,0,40,55,3,7,26,37,1,0,0,231,74,54,57.8125
849,Arne Engels,BEL,MF,Augsburg,Bundesliga,18,2003,16.0,5,0,0,26,20,0,101,15,9,0,0,0,74,10,15,40.0
850,Christian Eriksen,DEN,MF,Manchester Utd,Premier League,30,1992,22.8,3,0,0,13,10,3,81,11,18,0,0,0,151,9,13,40.909090909090914
851,Martin Erlic,CRO,DF,Sassuolo,Serie A,24,1998,25.9,2,0,0,21,12,0,2,31,16,0,0,1,126,49,40,55.0561797752809
852,Tjark Ernst,GER,GK,Hertha BSC,Bundesliga,19,2003,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
853,Gonzalo Escalante,ARG,MF,"Cremonese,Cádiz","Serie A,La Liga",29,1993,18.7,4,1,0,20,22,0,5,27,32,0,1,0,125,36,37,49.31506849315068
855,Sergio Escudero,ESP,DF,Valladolid,La Liga,32,1989,16.0,3,0,0,19,20,1,56,26,19,0,0,0,89,24,24,50.0
856,Alfonso Espino,URU,DF,Cádiz,La Liga,30,1992,34.7,7,0,0,49,36,3,110,48,56,0,3,0,253,33,43,43.42105263157895
857,Bernardo Espinosa,COL,DF,Girona,La Liga,33,1989,13.6,5,0,0,12,10,0,0,12,2,0,1,0,66,53,28,65.4320987654321
858,Salvatore Esposito,ITA,MF,Spezia,Serie A,21,2000,10.8,5,1,1,11,24,2,54,11,12,0,0,0,63,7,4,63.63636363636363
859,Maxime Estève,FRA,DF,Montpellier,Ligue 1,20,2002,18.3,3,0,0,18,7,0,1,34,13,0,0,1,96,31,26,54.385964912280706
860,Pervis Estupiñán,ECU,DF,Brighton,Premier League,24,1998,29.7,4,0,0,42,26,11,101,37,31,1,1,0,191,36,28,56.25
861,Jonny Evans,NIR,DF,Leicester City,Premier League,34,1988,11.7,1,0,0,9,7,1,0,18,5,0,0,0,60,26,13,66.66666666666666
862,Edu Expósito,ESP,MF,Espanyol,La Liga,25,1996,12.9,3,1,0,14,29,0,48,12,20,0,0,0,69,14,12,53.84615384615385
863,Eberechi Eze,ENG,"MF,FW",Crystal Palace,Premier League,24,1998,29.3,3,0,0,27,57,4,78,13,24,1,0,0,180,19,32,37.254901960784316
864,Kimberly Ezekwem,GER,DF,Freiburg,Bundesliga,21,2001,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0
865,Nicolás Ezequiel Fernández,ARG,"MF,DF",Elche,La Liga,22,2000,5.7,2,0,0,11,9,3,33,5,12,0,0,1,39,1,6,14.285714285714285
866,Abdessamad Ezzalzouli,MAR,"FW,MF",Osasuna,La Liga,20,2001,16.7,4,2,1,27,34,2,76,4,19,0,0,0,71,3,17,15.0
867,Łukasz Fabiański,POL,GK,West Ham,Premier League,37,1985,34.6,1,0,0,0,4,0,0,0,0,0,0,0,17,15,1,93.75
868,Fabinho,BRA,MF,Liverpool,Premier League,28,1993,29.7,11,0,0,53,24,0,5,37,38,0,0,0,180,30,21,58.82352941176471
